brand,carname,carimg,salevolume,price,manufacturer,carmodel,energytype,marketime,insure
宝马,宝马X3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fb1e7339815e45b8a6a0ed3751e70b39~tplv-resize:640:0.png?psm=motor.rank.data,283,"[44.99, 31.8]",华晨宝马,中型SUV,汽油,2026.01,3年或10万公里
比亚迪,秦L DM,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/bd39ba753b9c4393b21bd28ad5603bed~tplv-resize:640:0.png?psm=motor.rank.data,282,"[15.38, 9.68]",比亚迪,中型车,插电式混合动力,2025.10,6年或15万公里
别克,别克GL8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/101a350c342f4960866dd96f321cacb8~tplv-resize:640:0.png?psm=motor.rank.data,274,"[36.99, 22.99]",上汽通用别克,中大型MPV,48V轻混系统,2026.05,3年或10万公里
AITO,问界M8,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5dd7baa13f2349d6adbab30c5f58e168~tplv-resize:640:0.png?psm=motor.rank.data,258,"[45.98, 35.98]",赛力斯汽车,大型SUV,增程式,2025.04,4年或10万公里
大众,途观L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/531775569f224f82a4f363c9ae6461f7~tplv-resize:640:0.png?psm=motor.rank.data,253,"[26.68, 18.68]",上汽大众,中型SUV,汽油,2026.04,3年或10万公里
深蓝汽车,深蓝S05,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7a0815248ed74d30931d95eb907b6b6a~tplv-resize:640:0.png?psm=motor.rank.data,252,"[14.99, 11.99]",深蓝汽车,紧凑型SUV,纯电动,2025.08,3年或12万公里
小鹏汽车,小鹏MONA M03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/be32e669a009490ba81e8c7cf0145a42~tplv-resize:640:0.png?psm=motor.rank.data,247,"[15.18, 11.98]",小鹏汽车,紧凑型车,纯电动,2026.04,5年或12万公里
比亚迪,海狮05EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/637cf9466226426097215c68f48731be~tplv-resize:640:0.png?psm=motor.rank.data,246,"[14.59, 11.78]",比亚迪,紧凑型SUV,纯电动,2026.04,6年或15万公里
岚图,岚图梦想家 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/61732b2c7a5548e7bee29f8cd4f2a617~tplv-resize:640:0.png?psm=motor.rank.data,245,"[70.99, 30.99]",岚图汽车,中大型MPV,插电式混合动力,2026.04,5年或10万公里
吉利银河,星愿,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ac8a5ee1d8774df59ccd8aaa375fac7e~tplv-resize:640:0.png?psm=motor.rank.data,244,"[9.88, 6.88]",吉利银河,小型车,纯电动,2025.10,6年或15万公里
丰田,格瑞维亚,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/49e1392bcbbb4657a97e08b658891ced~tplv-resize:640:0.png?psm=motor.rank.data,243,"[41.68, 29.98]",一汽丰田,中大型MPV,油电混合,2025.10,3年或10万公里
大众,速腾,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/15379fc13832440dadce67e9c325d1ea~tplv-resize:640:0.png?psm=motor.rank.data,240,"[16.49, 9.38]",一汽-大众,紧凑型车,汽油,2025.09,3年或10万公里
比亚迪,元UP,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f3bd2e9744044187b726b05ecccdce42~tplv-resize:640:0.png?psm=motor.rank.data,238,"[11.98, 7.48]",比亚迪,小型SUV,纯电动,2025.07,6年或15万公里
大众,途岳,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c33c6674860948149e5d808e05ae222d~tplv-resize:640:0.png?psm=motor.rank.data,226,"[21.66, 12.59]",上汽大众,紧凑型SUV,汽油,2025.08,3年或10万公里
广汽传祺,传祺M8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d98ba6ea12114ffd9a0043e58579784a~tplv-resize:640:0.png?psm=motor.rank.data,221,"[23.98, 18.98]",广汽传祺,中大型MPV,汽油,2026.04,3年或10万公里
大众,探岳,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7eefe32d76bd4d3a97d5a24b520a2df7~tplv-resize:640:0.png?psm=motor.rank.data,219,"[25.99, 19.89]",一汽-大众,中型SUV,汽油,2026.03,3年或10万公里
宝马,宝马X5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bf84f7f297c74b4ab69467bef101e7e1~tplv-resize:640:0.png?psm=motor.rank.data,213,"[74.8, 59.8]",华晨宝马,中大型SUV,48V轻混系统,2026.01,3年或10万公里
吉利汽车,星越L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/588bea89ef084984b66a2ee353b261ff~tplv-resize:640:0.png?psm=motor.rank.data,211,"[17.97, 13.97]",吉利汽车,紧凑型SUV,油电混合,2026.04,5年或15万公里
极氪,ZEEKR 7X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5c1bfaaf6b9d448294c69698ce7cde5a~tplv-resize:640:0.png?psm=motor.rank.data,208,"[26.99, 22.98]",极氪,中型SUV,纯电动,2025.10,4年或10万公里
零跑汽车,零跑A10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8e18f595bd944717b1137b2808f3e02e~tplv-resize:640:0.png?psm=motor.rank.data,204,"[8.68, 6.58]",零跑汽车,小型SUV,纯电动,2026.03,4年或12万公里
红旗,红旗H5,https://p3-dcd.byteimg.com/motor-mis-img/4e5a38bacf99a7c63567e63f3bde1216~tplv-resize:640:0.png?psm=motor.rank.data,201,"[21.58, 15.98]",一汽红旗,中型车,汽油,2024.09,4年或10万公里
捷途,捷途旅行者,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/092556c4041e4aa5b62e6990c98f0ffa~tplv-resize:640:0.png?psm=motor.rank.data,201,"[23.99, 13.99]",奇瑞汽车,紧凑型SUV,汽油,2025.11,4年或10万公里
比亚迪,汉EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fbd454e1b6ae4c86b1468468f3372b9d~tplv-resize:640:0.png?psm=motor.rank.data,197,"[23.58, 17.98]",比亚迪,中大型车,纯电动,2026.04,6年或15万公里
firefly萤火虫,firefly萤火虫,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3552ee01219b490aad189f48f9ad7b2e~tplv-resize:640:0.png?psm=motor.rank.data,196,"[12.58, 11.98]",蔚来,小型车,纯电动,2026.04,4年或10万公里
红旗,红旗E-QM5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b037b30e070943928eff5eb972564e56~tplv-resize:640:0.png?psm=motor.rank.data,193,"[20.18, 12.18]",一汽红旗,中型车,纯电动,2025.05,4年或10万公里
大众,途昂,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3a9fd474f4514a36b166ef56106ed877~tplv-resize:640:0.png?psm=motor.rank.data,193,"[35.99, 28.9]",上汽大众,中大型SUV,汽油,2025.09,3年或10万公里
宝马,宝马5系,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b2840cd65c064d7a830adb574272813f~tplv-resize:640:0.png?psm=motor.rank.data,192,"[52.59, 36.8]",华晨宝马,中大型车,48V轻混系统,2026.02,3年或10万公里
丰田,锋兰达,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/334cd231b5094a5f914ba7d0d591db05~tplv-resize:640:0.png?psm=motor.rank.data,190,"[18.48, 12.58]",广汽丰田,紧凑型SUV,汽油,2025.09,3年或10万公里
奥迪,奥迪A3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/2440a980eef1436cb95453dd91fbddb3~tplv-resize:640:0.png?psm=motor.rank.data,181,"[20.99, 16.59]",一汽奥迪,紧凑型车,汽油,2025.10,3年或10万公里
宝马,宝马3系,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8a3daca02bc04bfea188f572f278aaf6~tplv-resize:640:0.png?psm=motor.rank.data,180,"[39.99, 25.8]",华晨宝马,中型车,汽油,2026.01,3年或10万公里
方程豹,钛3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b346019c287c4d91993940c214b5e212~tplv-resize:640:0.png?psm=motor.rank.data,173,"[17.78, 13.38]",方程豹,紧凑型SUV,纯电动,2026.03,6年或15万公里
长安启源,长安启源Q05,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d165339b96b94c7bb9f77369d17afdc1~tplv-resize:640:0.png?psm=motor.rank.data,172,"[11.49, 7.99]",长安启源,紧凑型SUV,纯电动,2025.11,6年或15万公里
丰田,铂智7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c439a3dbcd4646909a7361f90521bda6~tplv-resize:640:0.png?psm=motor.rank.data,171,"[22.98, 16.98]",广汽丰田,中大型车,纯电动,2026.03,3年或10万公里
本田,皓影,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/adf3499684444e6d98ae7a0dc8c0edaf~tplv-resize:640:0.png?psm=motor.rank.data,171,"[26.39, 18.59]",广汽本田,紧凑型SUV,汽油,2024.10,3年或10万公里
大众,揽巡,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c6f5423785fd4fe7a919c455ef317ad5~tplv-resize:640:0.png?psm=motor.rank.data,170,"[29.99, 24.29]",一汽-大众,中大型SUV,汽油,2025.10,3年或10万公里
尚界,尚界H5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9042984641d64c9d9b95205313970475~tplv-resize:640:0.png?psm=motor.rank.data,165,"[19.98, 15.98]",上汽集团,中型SUV,增程式,2025.09,4年或10万公里
别克,别克GL8 PHEV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/bd3282d79812431f969493d86f94c9b5~tplv-resize:640:0.png?psm=motor.rank.data,165,"[39.99, 24.99]",上汽通用别克,中大型MPV,插电式混合动力,2025.08,3年或10万公里
比亚迪,宋Pro DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8df8dbed439e443684adc6b758d97208~tplv-resize:640:0.png?psm=motor.rank.data,164,"[13.29, 10.28]",比亚迪,紧凑型SUV,插电式混合动力,2026.04,6年或15万公里
丰田,RAV4荣放,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e8651090ef4344d1be51b524ff1904bf~tplv-resize:640:0.png?psm=motor.rank.data,161,"[23.88, 16.98]",一汽丰田,紧凑型SUV,汽油,2025.11,3年或10万公里
乐道,乐道L90,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/65dbf1ff3d634565aeada6c1bd578b0e~tplv-resize:640:0.png?psm=motor.rank.data,159,"[30.68, 26.58]",蔚来,大型SUV,纯电动,2026.04,4年或10万公里
蔚来,蔚来ET5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/021a6d4c02a74d718f7806e6c7239461~tplv-resize:640:0.png?psm=motor.rank.data,159,"[31.6, 29.8]",蔚来,中型车,纯电动,2026.04,3年或12万公里
哈弗,哈弗大狗,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/413defba9aa74f2892f7f7ced70ce53a~tplv-resize:640:0.png?psm=motor.rank.data,158,"[14.99, 12.39]",长城汽车,紧凑型SUV,汽油,2025.07,3年或10万公里
零跑汽车,零跑B01,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5be73db764e24be994db9929909433f4~tplv-resize:640:0.png?psm=motor.rank.data,154,"[11.98, 8.98]",零跑汽车,紧凑型车,纯电动,2025.07,4年或12万公里
小鹏汽车,小鹏P7+,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bdbf5c40371e43bebf44a85a60292a41~tplv-resize:640:0.png?psm=motor.rank.data,153,"[20.88, 18.68]",小鹏汽车,中大型车,增程式,2026.01,5年或12万公里
埃安,AION i60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/371db0cffb5143d9a38f62f951730f40~tplv-resize:640:0.png?psm=motor.rank.data,147,"[13.58, 10.28]",广汽埃安新能源,紧凑型SUV,增程式,2026.03,4年或15万公里
小鹏汽车,小鹏X9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7236bcb43a8e4434ab243e8d98ca165f~tplv-resize:640:0.png?psm=motor.rank.data,147,"[36.98, 30.98]",小鹏汽车,中大型MPV,增程式,2025.11,5年或12万公里
别克,昂科威,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dc18eb3ac0974de39301da05d78203e4~tplv-resize:640:0.png?psm=motor.rank.data,145,"[25.99, 22.99]",上汽通用别克,中型SUV,汽油,2025.09,3年或10万公里
比亚迪,海豹05DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6df1594168fd4c91a5a246a6371ab175~tplv-resize:640:0.png?psm=motor.rank.data,142,"[10.38, 7.98]",比亚迪,紧凑型车,插电式混合动力,2025.10,6年或15万公里
日产,轩逸,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b4fb6a87e743456b85258d35e894b3f2~tplv-resize:640:0.png?psm=motor.rank.data,138,"[17.49, 7.99]",东风日产,紧凑型车,汽油,2026.02,3年或10万公里
理想汽车,理想i8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bd586b34b6c34a4e9b8db8fa1f061fe5~tplv-resize:640:0.png?psm=motor.rank.data,137,"[33.98, 33.98]",理想汽车,中大型SUV,纯电动,2025.08,5年或10万公里
丰田,汉兰达,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c01c88a195ec4e568a89fc6b250ff423~tplv-resize:640:0.png?psm=motor.rank.data,137,"[32.58, 24.98]",广汽丰田,中型SUV,汽油,2025.09,3年或10万公里
比亚迪,海豹06EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0f8f68edffef4a25801febb0c59ed9ec~tplv-resize:640:0.png?psm=motor.rank.data,135,"[12.98, 10.98]",比亚迪,中型车,纯电动,2025.06,6年或15万公里
丰田,卡罗拉,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ba722f1719804375b600d5c5a8de0640~tplv-resize:640:0.png?psm=motor.rank.data,135,"[15.58, 11.68]",一汽丰田,紧凑型车,汽油,2025.12,3年或10万公里
AITO,问界M9,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cba1a983417940e1bc8cc282ffa9b846~tplv-resize:640:0.png?psm=motor.rank.data,133,"[59.98, 46.98]",赛力斯汽车,大型SUV,增程式,2025.03,4年或10万公里
奔驰,奔驰C级,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8abf034d5504085a9850c7b7632b065~tplv-resize:640:0.png?psm=motor.rank.data,133,"[38.06, 29.99]",北京奔驰,中型车,48V轻混系统,2025.11,3年不限公里
丰田,铂智3X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dfc3ef12f3694e8abc05d4938302bb3e~tplv-resize:640:0.png?psm=motor.rank.data,132,"[15.98, 10.98]",广汽丰田,紧凑型SUV,纯电动,2026.05,3年或10万公里
深蓝汽车,深蓝S07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cf7c0306cbcc4bf59fb91444b20bf80a~tplv-resize:640:0.png?psm=motor.rank.data,128,"[17.49, 15.69]",深蓝汽车,中型SUV,增程式,2025.09,3年或12万公里
iCAR,iCAR V27,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c08399c05527410ebfb85a391d275c65~tplv-resize:640:0.png?psm=motor.rank.data,127,"[19.68, 16.98]",奇瑞新能源,中大型SUV,增程式,2026.03,5年或12万公里
北京越野,北京越野BJ30,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9ffd822a36be4f968238a83ea4bac9c2~tplv-resize:640:0.png?psm=motor.rank.data,126,"[13.69, 9.99]",北京汽车,紧凑型SUV,汽油,2025.09,5年或15万公里
零跑汽车,零跑C10,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4fbd6a7c598d4e2c8edfe0d08b6179c0~tplv-resize:640:0.png?psm=motor.rank.data,122,"[16.88, 12.28]",零跑汽车,中型SUV,增程式,2025.05,4年或12万公里
蔚来,蔚来ES6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/feffe1ceb54d462ab4c050ad15104810~tplv-resize:640:0.png?psm=motor.rank.data,122,"[35, 33.8]",蔚来,中型SUV,纯电动,2026.04,3年或12万公里
吉利银河,银河E5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cc78c9cb168045de9b364f51140dafd5~tplv-resize:640:0.png?psm=motor.rank.data,113,"[17.98, 10.78]",吉利银河,紧凑型SUV,纯电动,2025.07,4年或10万公里
比亚迪,秦PLUS EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bea43ec45387461aa6579a7566a40a51~tplv-resize:640:0.png?psm=motor.rank.data,113,"[17.58, 8.98]",比亚迪,紧凑型车,纯电动,2025.09,6年或15万公里
日产,日产N6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/806998923a104bdd8ca07df13ed0b80a~tplv-resize:640:0.png?psm=motor.rank.data,112,"[12.99, 10.39]",东风日产,中型车,插电式混合动力,2026.04,6年或15万公里
比亚迪,元PLUS,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0a5f95e3492e4cf6b15953b57949fe48~tplv-resize:640:0.png?psm=motor.rank.data,112,"[14.78, 11.58]",比亚迪,紧凑型SUV,纯电动,2025.03,6年或15万公里
小鹏汽车,小鹏G7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/40ed5c2834e54b0d8b30c3245c1a4bbd~tplv-resize:640:0.png?psm=motor.rank.data,107,"[22.58, 19.58]",小鹏汽车,中型SUV,增程式,2026.01, 5年或12万公里
沃尔沃,沃尔沃XC60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3e80f01f2cf448f9ac80f28a621be7f5~tplv-resize:640:0.png?psm=motor.rank.data,107,"[47.49, 39.69]",沃尔沃亚太,中型SUV,48V轻混系统,2025.06,3年不限公里
小鹏汽车,小鹏G6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2bf01fc3dadb42deb7d1d761542df1fa~tplv-resize:640:0.png?psm=motor.rank.data,106,"[19.88, 17.68]",小鹏汽车,中型SUV,增程式,2026.03,5年或12万公里
乐道,乐道L60,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f90673c17b5b41478cea7e8308ca1d05~tplv-resize:640:0.png?psm=motor.rank.data,105,"[25.59, 20.69]",蔚来,中型SUV,纯电动,2025.09,4年或10万公里
宝马,宝马X1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bb5e191acc9e4e7a8950d316b0b5f2f1~tplv-resize:640:0.png?psm=motor.rank.data,105,"[33.8, 25.8]",华晨宝马,紧凑型SUV,汽油,2026.01,3年或10万公里
极氪,ZEEKR 001,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/750b7836d2fa4303bb1831c88b379ddd~tplv-resize:640:0.png?psm=motor.rank.data,103,"[36.5, 26.98]",极氪,中大型车,纯电动,2025.10,4年或10万公里
丰田,威兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9ac5e12a5eb646b0aafe086de5aa1bf2~tplv-resize:640:0.png?psm=motor.rank.data,103,"[26.48, 16.98]",广汽丰田,紧凑型SUV,汽油,2025.11,3年或10万公里
AITO,问界M6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/bb1573bb58fe4d0698465ed74f6e7a26~tplv-resize:640:0.png?psm=motor.rank.data,102,"[29.98, 25.98]",赛力斯汽车,中大型SUV,增程式,2026.04,4年或10万公里
比亚迪,海豚,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dc616c2ab21c47d9beddc2c940f8828d~tplv-resize:640:0.png?psm=motor.rank.data,102,"[12.98, 9.98]",比亚迪,小型车,纯电动,2025.02,6年或15万公里
