brand,carname,carimg,salevolume,price,manufacturer,carmodel,energytype,marketime,insure
极氪,ZEEKR 007,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/3aaa054677294ed3a1e760cf3d0ca49e~tplv-resize:640:0.png?psm=motor.rank.data,171,"[29.99, 20.39]",极氪,中型车,纯电动,2026.04,4年或10万公里
大众,朗逸,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/32129dbc6b824b1abf2e2388c1890b95~tplv-resize:640:0.png?psm=motor.rank.data,171,"[15.19, 7.999]",上汽大众,紧凑型车,汽油,2026.01,3年或10万公里
丰田,RAV4荣放,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8651090ef4344d1be51b524ff1904bf~tplv-resize:640:0.png?psm=motor.rank.data,170,"[23.88, 16.98]",一汽丰田,紧凑型SUV,汽油,2025.11,3年或10万公里
丰田,赛那,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0c4126f4e19f4486ab824f4c0abb7a95~tplv-resize:640:0.png?psm=motor.rank.data,168,"[39.38, 29.98]",广汽丰田,中大型MPV,油电混合,2025.09,3年或10万公里
小鹏汽车,小鹏X9,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7236bcb43a8e4434ab243e8d98ca165f~tplv-resize:640:0.png?psm=motor.rank.data,167,"[36.98, 30.98]",小鹏汽车,中大型MPV,增程式,2025.11,5年或12万公里
理想汽车,理想i8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bd586b34b6c34a4e9b8db8fa1f061fe5~tplv-resize:640:0.png?psm=motor.rank.data,159,"[33.98, 33.98]",理想汽车,中大型SUV,纯电动,2025.08,5年或10万公里
大众,速腾,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/15379fc13832440dadce67e9c325d1ea~tplv-resize:640:0.png?psm=motor.rank.data,158,"[16.49, 9.38]",一汽-大众,紧凑型车,汽油,2025.09,3年或10万公里
零跑汽车,零跑C10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fbd6a7c598d4e2c8edfe0d08b6179c0~tplv-resize:640:0.png?psm=motor.rank.data,156,"[16.88, 12.28]",零跑汽车,中型SUV,增程式,2025.05,4年或12万公里
沃尔沃,沃尔沃XC60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3e80f01f2cf448f9ac80f28a621be7f5~tplv-resize:640:0.png?psm=motor.rank.data,153,"[47.49, 39.69]",沃尔沃亚太,中型SUV,48V轻混系统,2025.06,3年不限公里
比亚迪,秦L EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/85588b26d46b44a9b56e5291a42dfcd0~tplv-resize:640:0.png?psm=motor.rank.data,152,"[13.98, 11.98]",比亚迪,中型车,纯电动,2025.03,6年或15万公里
吉利银河,银河E5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cc78c9cb168045de9b364f51140dafd5~tplv-resize:640:0.png?psm=motor.rank.data,150,"[17.98, 10.78]",吉利银河,紧凑型SUV,纯电动,2025.07,4年或10万公里
丰田,铂智3X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dfc3ef12f3694e8abc05d4938302bb3e~tplv-resize:640:0.png?psm=motor.rank.data,146,"[15.98, 10.98]",广汽丰田,紧凑型SUV,纯电动,2025.03,3年或10万公里
别克,君越,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8900f768debc40cbbeb15a500a4fee0a~tplv-resize:640:0.png?psm=motor.rank.data,145,"[23.99, 20.99]",上汽通用别克,中型车,汽油,2025.09,3年或10万公里
比亚迪,海豚,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/dc616c2ab21c47d9beddc2c940f8828d~tplv-resize:640:0.png?psm=motor.rank.data,144,"[12.98, 9.98]",比亚迪,小型车,纯电动,2025.02,6年或15万公里
大众,探岳,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7eefe32d76bd4d3a97d5a24b520a2df7~tplv-resize:640:0.png?psm=motor.rank.data,144,"[25.99, 19.89]",一汽-大众,中型SUV,汽油,2026.03,3年或10万公里
丰田,威兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9ac5e12a5eb646b0aafe086de5aa1bf2~tplv-resize:640:0.png?psm=motor.rank.data,143,"[26.48, 16.98]",广汽丰田,紧凑型SUV,汽油,2025.11,3年或10万公里
别克,别克GL8 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bd3282d79812431f969493d86f94c9b5~tplv-resize:640:0.png?psm=motor.rank.data,142,"[41.99, 24.99]",上汽通用别克,中大型MPV,插电式混合动力,2025.08,3年或10万公里
AITO,问界M8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5dd7baa13f2349d6adbab30c5f58e168~tplv-resize:640:0.png?psm=motor.rank.data,141,"[45.98, 35.98]",赛力斯汽车,大型SUV,增程式,2025.04,4年或10万公里
奥迪,奥迪A6L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/91eaac8446114757841144c12ddb8d37~tplv-resize:640:0.png?psm=motor.rank.data,141,"[55.89, 33.69]",一汽奥迪,中大型车,汽油,2026.03,3年或10万公里
大众,迈腾,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/af209a0bc7a548a89dc86b1062cac9c7~tplv-resize:640:0.png?psm=motor.rank.data,136,"[24.69, 17.49]",一汽-大众,中型车,汽油,2025.10,3年或10万公里
零跑汽车,零跑B01,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5be73db764e24be994db9929909433f4~tplv-resize:640:0.png?psm=motor.rank.data,135,"[11.98, 8.98]",零跑汽车,紧凑型车,纯电动,2025.07,4年或12万公里
享界,享界S9T,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/613c0834a43548f8bd82888ada27be70~tplv-resize:640:0.png?psm=motor.rank.data,128,"[37.98, 30.98]",北汽新能源,中大型车,增程式,2025.09,4年或10万公里
智界,智界R7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f35de5640ec447e294dd0fc4962fa344~tplv-resize:640:0.png?psm=motor.rank.data,126,"[31.98, 24.98]",奇瑞汽车,中大型SUV,纯电动,2025.08,4年或10万公里
吉利汽车,星瑞,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0bd351ca4fbb43e88ce265d8f0b869fb~tplv-resize:640:0.png?psm=motor.rank.data,126,"[14.67, 9.87]",吉利汽车,紧凑型车,汽油,2025.09,4年或10万公里
比亚迪,汉EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fbd454e1b6ae4c86b1468468f3372b9d~tplv-resize:640:0.png?psm=motor.rank.data,123,"[23.58, 17.98]",比亚迪,中大型车,纯电动,2025.02,6年或15万公里
奥迪,奥迪Q3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ce1c130bbffa4d3cb70f1258dfd11bd6~tplv-resize:640:0.png?psm=motor.rank.data,123,"[29.68, 25.18]",一汽奥迪,紧凑型SUV,汽油,2025.12,3年或10万公里
AITO,问界M9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cba1a983417940e1bc8cc282ffa9b846~tplv-resize:640:0.png?psm=motor.rank.data,120,"[59.98, 46.98]",赛力斯汽车,大型SUV,增程式,2025.03,4年或10万公里
丰田,格瑞维亚,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/49e1392bcbbb4657a97e08b658891ced~tplv-resize:640:0.png?psm=motor.rank.data,120,"[41.68, 29.98]",一汽丰田,中大型MPV,油电混合,2025.10,3年或10万公里
零跑汽车,零跑B10,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/37728f4ddf574234b6b4cba25ab3e26a~tplv-resize:640:0.png?psm=motor.rank.data,119,"[12.98, 9.98]",零跑汽车,紧凑型SUV,纯电动,2025.04,4年或12万公里
小鹏汽车,小鹏P7+,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/bdbf5c40371e43bebf44a85a60292a41~tplv-resize:640:0.png?psm=motor.rank.data,115,"[20.88, 18.68]",小鹏汽车,中大型车,增程式,2026.01,5年或12万公里
丰田,亚洲龙,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b47ec0be1ba940aa8e02b93784b6949e~tplv-resize:640:0.png?psm=motor.rank.data,115,"[25.68, 17.88]",一汽丰田,中型车,汽油,2026.04,3年或10万公里
零跑汽车,零跑C11,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9fe2e951084c42b08cd13db2b3c235d5~tplv-resize:640:0.png?psm=motor.rank.data,112,"[20.58, 14.88]",零跑汽车,中型SUV,增程式,2025.07,4年或12万公里
沃尔沃,沃尔沃S60,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/56604a383a5248939a3cd04d1b373b61~tplv-resize:640:0.png?psm=motor.rank.data,108,"[38.49, 30.69]",沃尔沃亚太,中型车,48V轻混系统,2025.07,3年不限公里
方程豹,钛7 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3bb475c050b541e494e0fc3c10da4d40~tplv-resize:640:0.png?psm=motor.rank.data,107,"[21.98, 17.98]",方程豹,中大型SUV,插电式混合动力,2025.09,6年或15万公里
奥迪,奥迪A5L Sportback,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/298009e2bba84aab9c2ee007364e03ef~tplv-resize:640:0.png?psm=motor.rank.data,101,"[39.99, 27.99]",上汽奥迪,中型车,汽油,2025.08,3年或10万公里
吉利汽车,博越L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/185e56933ef94d3a8ff2e319c3c52829~tplv-resize:640:0.png?psm=motor.rank.data,101,"[12.99, 9.99]",吉利汽车,紧凑型SUV,汽油,2026.04,4年或10万公里
奔驰,奔驰GLB,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/05ab32d0a1b6462fa97ed1ecb0b2b183~tplv-resize:640:0.png?psm=motor.rank.data,99,"[36.79, 27.39]",北京奔驰,紧凑型SUV,汽油,2025.11,3年不限公里
丰田,锋兰达,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/334cd231b5094a5f914ba7d0d591db05~tplv-resize:640:0.png?psm=motor.rank.data,98,"[18.48, 12.58]",广汽丰田,紧凑型SUV,汽油,2025.09,3年或10万公里
零跑汽车,零跑Lafa5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/eb3ed5d8c99f4ed390b03980847b91d8~tplv-resize:640:0.png?psm=motor.rank.data,94,"[12.18, 9.78]",零跑汽车,紧凑型车,纯电动,2025.11,6年或15万公里
别克,别克至境世家,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ccaf06a10739429195d3b87123b8ae61~tplv-resize:640:0.png?psm=motor.rank.data,94,"[46.99, 43.99]",别克至境,中大型MPV,插电式混合动力,2025.12,3年或10万公里
比亚迪,秦PLUS EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bea43ec45387461aa6579a7566a40a51~tplv-resize:640:0.png?psm=motor.rank.data,94,"[17.58, 8.98]",比亚迪,紧凑型车,纯电动,2025.09,6年或15万公里
零跑汽车,零跑C16,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3a7e8d9383f14f67a0d76a57231764be~tplv-resize:640:0.png?psm=motor.rank.data,93,"[18.98, 15.18]",零跑汽车,中大型SUV,增程式,2025.06,4年或12万公里
荣威,荣威i5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4b96326cb76b40369887d7b011aae241~tplv-resize:640:0.png?psm=motor.rank.data,93,"[12.58, 6.89]",上汽集团,紧凑型车,汽油,2025.09,4年或15万公里
领克,领克03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/08345fc4e121495babf272276402cf16~tplv-resize:640:0.png?psm=motor.rank.data,93,"[42.03, 12.18]",领克,紧凑型车,汽油,2025.10,4年或10万公里
奥迪,奥迪A5L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/aee9d99cbdc84431af52691092176642~tplv-resize:640:0.png?psm=motor.rank.data,92,"[34.68, 25.58]",一汽奥迪,中型车,汽油,2025.08,3年或10万公里
吉利银河,星愿,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ac8a5ee1d8774df59ccd8aaa375fac7e~tplv-resize:640:0.png?psm=motor.rank.data,90,"[9.88, 6.88]",吉利银河,小型车,纯电动,2025.10,6年或15万公里
MINI,MINI COOPER EV(进口),https://p3-dcd.byteimg.com/tos-cn-i-dcdx/505bf125367c4dc3b277bc2b251bbd5f~tplv-resize:640:0.png?psm=motor.rank.data,90,"[0, 0]",MINI,小型车,纯电动,未知,未知
日产,轩逸,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b4fb6a87e743456b85258d35e894b3f2~tplv-resize:640:0.png?psm=motor.rank.data,88,"[17.49, 7.99]",东风日产,紧凑型车,汽油,2026.02,3年或10万公里
阿维塔,阿维塔 07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8b7d620a07494ec4a54bbd467b1aa2da~tplv-resize:640:0.png?psm=motor.rank.data,87,"[28.99, 21.99]",阿维塔科技,中型SUV,增程式,2025.09,5年或12万公里
极氪,ZEEKR 009,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ff38fe497faf47a5bfeec1a95272f0ed~tplv-resize:640:0.png?psm=motor.rank.data,86,"[89.9, 43.9]",极氪,中大型MPV,纯电动,2024.07,4年或10万公里
林肯,航海家,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d1d4c4d05651471aabefb00b4c747831~tplv-resize:640:0.png?psm=motor.rank.data,86,"[46.88, 30.58]",长安林肯,中型SUV,汽油,2025.09,5年或14万公里
