brand,carname,carimg,salevolume,price,manufacturer,carmodel,energytype,marketime,insure
哈弗,哈弗大狗,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/413defba9aa74f2892f7f7ced70ce53a~tplv-resize:640:0.png?psm=motor.rank.data,286,"[14.99, 12.39]",长城汽车,紧凑型SUV,汽油,2025.07,3年或10万公里
吉利汽车,博越L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/185e56933ef94d3a8ff2e319c3c52829~tplv-resize:640:0.png?psm=motor.rank.data,279,"[12.99, 9.99]",吉利汽车,紧凑型SUV,汽油,2026.04,4年或10万公里
吉利汽车,星瑞,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0bd351ca4fbb43e88ce265d8f0b869fb~tplv-resize:640:0.png?psm=motor.rank.data,273,"[14.67, 9.87]",吉利汽车,紧凑型车,汽油,2025.09,4年或10万公里
吉利银河,银河E5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cc78c9cb168045de9b364f51140dafd5~tplv-resize:640:0.png?psm=motor.rank.data,271,"[17.98, 10.78]",吉利银河,紧凑型SUV,纯电动,2025.07,4年或10万公里
大众,朗逸,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/32129dbc6b824b1abf2e2388c1890b95~tplv-resize:640:0.png?psm=motor.rank.data,265,"[15.19, 7.999]",上汽大众,紧凑型车,汽油,2026.01,3年或10万公里
埃安,AION S,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a6f28e3efc814138a611eee1a1b806f6~tplv-resize:640:0.png?psm=motor.rank.data,253,"[16.99, 11.88]",广汽埃安新能源,紧凑型车,纯电动,2025.07,4年或15万公里
大众,途观L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/531775569f224f82a4f363c9ae6461f7~tplv-resize:640:0.png?psm=motor.rank.data,245,"[26.68, 18.68]",上汽大众,中型SUV,汽油,2026.04,3年或10万公里
比亚迪,海狮06EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2f4d4de44df0441383cd118517635fda~tplv-resize:640:0.png?psm=motor.rank.data,227,"[17.99, 14.38]",比亚迪,中型SUV,纯电动,2026.03,6年或15万公里
吉利汽车,帝豪,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bc0b49cf6ce64af69812bdf57ce865ac~tplv-resize:640:0.png?psm=motor.rank.data,227,"[9.19, 6.29]",吉利汽车,紧凑型车,汽油,2025.11,4年或15万公里
长安启源,长安启源Q07,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4faa862b8d9f453e9d69ac02b418f912~tplv-resize:640:0.png?psm=motor.rank.data,226,"[17.68, 12.98]",长安启源,中型SUV,插电式混合动力,2025.05,6年或15万公里
大众,帕萨特,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b4285df0389c47399c7f0fa8d52a8334~tplv-resize:640:0.png?psm=motor.rank.data,217,"[30.98, 16.45]",上汽大众,中型车,汽油,2025.09,3年或10万公里
小鹏汽车,小鹏MONA M03,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/382f7f8f3049446b9f096556e9f3175d~tplv-resize:640:0.png?psm=motor.rank.data,212,"[15.18, 11.98]",小鹏汽车,紧凑型车,纯电动,2026.04,5年或12万公里
蔚来,蔚来ES8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fcf3687c3ad4a38b35a6abdfbc9e0a0~tplv-resize:640:0.png?psm=motor.rank.data,212,"[44.68, 40.68]",蔚来,大型SUV,纯电动,2025.09,3年或12万公里
比亚迪,宋Pro DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a43ad8cbf8684f2b93e632546a8343cc~tplv-resize:640:0.png?psm=motor.rank.data,210,"[14.28, 10.28]",比亚迪,紧凑型SUV,插电式混合动力,2025.10,6年或15万公里
大众,探岳,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7eefe32d76bd4d3a97d5a24b520a2df7~tplv-resize:640:0.png?psm=motor.rank.data,210,"[25.99, 19.89]",一汽-大众,中型SUV,汽油,2026.03,3年或10万公里
小米汽车,小米YU7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d7ff66203a754169bf75cb1f0f713420~tplv-resize:640:0.png?psm=motor.rank.data,208,"[32.99, 25.35]",小米汽车,中大型SUV,纯电动,2025.06,5年或10万公里
比亚迪,元UP,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f3bd2e9744044187b726b05ecccdce42~tplv-resize:640:0.png?psm=motor.rank.data,183,"[11.98, 7.48]",比亚迪,小型SUV,纯电动,2025.07,6年或15万公里
日产,轩逸,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/b4fb6a87e743456b85258d35e894b3f2~tplv-resize:640:0.png?psm=motor.rank.data,179,"[17.49, 7.99]",东风日产,紧凑型车,汽油,2026.02,3年或10万公里
零跑汽车,零跑C10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fbd6a7c598d4e2c8edfe0d08b6179c0~tplv-resize:640:0.png?psm=motor.rank.data,178,"[16.88, 12.28]",零跑汽车,中型SUV,增程式,2025.05,4年或12万公里
大众,速腾,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/15379fc13832440dadce67e9c325d1ea~tplv-resize:640:0.png?psm=motor.rank.data,174,"[16.49, 9.38]",一汽-大众,紧凑型车,汽油,2025.09,3年或10万公里
宝马,宝马3系,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8a3daca02bc04bfea188f572f278aaf6~tplv-resize:640:0.png?psm=motor.rank.data,171,"[39.99, 25.8]",华晨宝马,中型车,汽油,2026.01,3年或10万公里
极氪,ZEEKR 9X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/aa455b63a7a54255ad80d02ec31a7c1c~tplv-resize:640:0.png?psm=motor.rank.data,170,"[59.99, 46.59]",极氪,大型SUV,插电式混合动力,2025.09,6年或15万公里
奔驰,奔驰GLC,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/99afdf53229145caadf53e1be4f54ff5~tplv-resize:640:0.png?psm=motor.rank.data,169,"[46.28, 35.18]",北京奔驰,中型SUV,48V轻混系统,2026.04,3年不限公里
丰田,卡罗拉锐放,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ed29d140eaba4685b466b69482e34e3b~tplv-resize:640:0.png?psm=motor.rank.data,160,"[18.48, 12.68]",一汽丰田,紧凑型SUV,汽油,2025.10,3年或10万公里
长安凯程,睿行M60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/07d162af10a24a0f833485252021123e~tplv-resize:640:0.png?psm=motor.rank.data,160,"[6.54, 5.49]",长安轻型车,微面,压缩天然气(CNG),2025.07,未知
比亚迪,海鸥,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c9079d51a70f4fcd998ca89ad7badb57~tplv-resize:640:0.png?psm=motor.rank.data,158,"[8.58, 6.98]",比亚迪,小型车,纯电动,2025.02,6年或15万公里
AITO,问界M8,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5dd7baa13f2349d6adbab30c5f58e168~tplv-resize:640:0.png?psm=motor.rank.data,154,"[45.98, 35.98]",赛力斯汽车,大型SUV,增程式,2025.04,4年或10万公里
奔驰,奔驰E级,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9b08b1c3602645d7ad7574aeb71b6ce3~tplv-resize:640:0.png?psm=motor.rank.data,152,"[59.98, 37.88]",北京奔驰,中大型车,48V轻混系统,2026.04,3年不限公里
奇瑞,艾瑞泽8,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/c98a0ac532b542958b9970362fa2c378~tplv-resize:640:0.png?psm=motor.rank.data,150,"[14.89, 9.99]",奇瑞汽车,紧凑型车,汽油,2025.03,3年或10万公里
五菱汽车,五菱宏光MINIEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/314658fdd5d14cb89ecbbb0500b0d0ce~tplv-resize:640:0.png?psm=motor.rank.data,148,"[5.58, 3.58]",上汽通用五菱,微型车,纯电动,2026.03,3年或12万公里
理想汽车,理想L6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0cd0f362cc6440b4aff4feed0532f12f~tplv-resize:640:0.png?psm=motor.rank.data,146,"[27.98, 24.98]",理想汽车,中大型SUV,增程式,2025.04,5年或10万公里
大众,途岳,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c33c6674860948149e5d808e05ae222d~tplv-resize:640:0.png?psm=motor.rank.data,146,"[21.66, 12.59]",上汽大众,紧凑型SUV,汽油,2025.08,3年或10万公里
长安,长安CS55 PLUS,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f7e8293a72f146f6beda509020985d4c~tplv-resize:640:0.png?psm=motor.rank.data,144,"[11.39, 9.29]",长安汽车,紧凑型SUV,汽油,2025.09,3年或10万公里
零跑汽车,零跑B01,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/5be73db764e24be994db9929909433f4~tplv-resize:640:0.png?psm=motor.rank.data,141,"[11.98, 8.98]",零跑汽车,紧凑型车,纯电动,2025.07,4年或12万公里
阿维塔,阿维塔 12,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cd4c072ba9d14156abfa90b91b1df07a~tplv-resize:640:0.png?psm=motor.rank.data,138,"[70, 26.99]",阿维塔科技,中大型车,增程式,2026.04,未知
比亚迪,海豹06EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0f8f68edffef4a25801febb0c59ed9ec~tplv-resize:640:0.png?psm=motor.rank.data,137,"[12.98, 10.98]",比亚迪,中型车,纯电动,2025.06,6年或15万公里
吉利汽车,博越,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/93ea6752ca1e48008ea57f31450fb81f~tplv-resize:640:0.png?psm=motor.rank.data,137,"[10.69, 8.59]",吉利汽车,紧凑型SUV,汽油,2025.08,4年或10万公里
丰田,凯美瑞,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2aab00ba5d8d42378373ea6a304e0c3d~tplv-resize:640:0.png?psm=motor.rank.data,137,"[25.98, 17.18]",广汽丰田,中型车,汽油,2025.07,3年或10万公里
零跑汽车,零跑C16,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3a7e8d9383f14f67a0d76a57231764be~tplv-resize:640:0.png?psm=motor.rank.data,135,"[18.98, 15.18]",零跑汽车,中大型SUV,增程式,2025.06,4年或12万公里
埃安,AION RT,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e4498fa3f2bc49edb665eb140215e62c~tplv-resize:640:0.png?psm=motor.rank.data,133,"[12.88, 9.98]",广汽埃安新能源,紧凑型车,纯电动,2026.04,4年或15万公里
奔腾,奔腾小马,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d9b1ba6a4c814c4db94dcd4eb54fe36e~tplv-resize:640:0.png?psm=motor.rank.data,133,"[4.59, 3.49]",一汽奔腾,微型车,纯电动,2025.07,3年或10万公里
长安启源,长安启源A07,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4dfa9373364640268f0cb1d54bd87c3b~tplv-resize:640:0.png?psm=motor.rank.data,131,"[16.59, 11.99]",长安启源,中大型车,增程式,2025.09,3年或12万公里
小米汽车,小米SU7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cbdad660b73c48808f6c6317e38738e2~tplv-resize:640:0.png?psm=motor.rank.data,127,"[30.39, 21.59]",小米汽车,中大型车,纯电动,2026.03,5年或10万公里
阿维塔,阿维塔 06,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d2bf5d836cc0438292089aed8cdf5e7d~tplv-resize:640:0.png?psm=motor.rank.data,126,"[27.99, 20.99]",阿维塔科技,中型车,增程式,2025.04,5年或12万公里
零跑汽车,零跑C11,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9fe2e951084c42b08cd13db2b3c235d5~tplv-resize:640:0.png?psm=motor.rank.data,125,"[20.58, 14.88]",零跑汽车,中型SUV,增程式,2025.07,4年或12万公里
大众,迈腾,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/af209a0bc7a548a89dc86b1062cac9c7~tplv-resize:640:0.png?psm=motor.rank.data,125,"[24.69, 17.49]",一汽-大众,中型车,汽油,2025.10,3年或10万公里
比亚迪,比亚迪e7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/defa557f1c7b405babc9abc2d0152b7e~tplv-resize:640:0.png?psm=motor.rank.data,124,"[13.98, 10.38]",比亚迪,中型车,纯电动,2025.05,6年或15万公里
红旗,红旗H5,https://p3-dcd.byteimg.com/motor-mis-img/4e5a38bacf99a7c63567e63f3bde1216~tplv-resize:640:0.png?psm=motor.rank.data,123,"[21.58, 15.98]",一汽红旗,中型车,汽油,2024.09,4年或10万公里
丰田,锋兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/334cd231b5094a5f914ba7d0d591db05~tplv-resize:640:0.png?psm=motor.rank.data,121,"[18.48, 12.58]",广汽丰田,紧凑型SUV,汽油,2025.09,3年或10万公里
宝马,宝马X3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/fb1e7339815e45b8a6a0ed3751e70b39~tplv-resize:640:0.png?psm=motor.rank.data,119,"[44.99, 31.8]",华晨宝马,中型SUV,汽油,2026.01,3年或10万公里
哈弗,哈弗H6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/62328473441241d98a6a623ffe67178f~tplv-resize:640:0.png?psm=motor.rank.data,119,"[14.39, 9.89]",长城汽车,紧凑型SUV,汽油,2025.03,3年或10万公里
特斯拉,Model Y L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dea2fae378bf4e19aaff0632f93b1143~tplv-resize:640:0.png?psm=motor.rank.data,118,"[33.9, 33.9]",特斯拉中国,中大型SUV,纯电动,2025.08,4年或8万公里
宝马,宝马5系,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b2840cd65c064d7a830adb574272813f~tplv-resize:640:0.png?psm=motor.rank.data,118,"[52.59, 36.8]",华晨宝马,中大型车,48V轻混系统,2026.02,3年或10万公里
极氪,ZEEKR 7X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5c1bfaaf6b9d448294c69698ce7cde5a~tplv-resize:640:0.png?psm=motor.rank.data,115,"[26.99, 22.98]",极氪,中型SUV,纯电动,2025.10,4年或10万公里
奇瑞,瑞虎8,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8948b3d3dd0847c8ae890e92abf22cfc~tplv-resize:640:0.png?psm=motor.rank.data,115,"[12.99, 9.99]",奇瑞汽车,中型SUV,汽油,2025.11,3年或10万公里
ARCFOX极狐,极狐T1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c49609f761840fc8742c0a59f12fba7~tplv-resize:640:0.png?psm=motor.rank.data,112,"[12.58, 6.28]",北汽新能源,小型车,纯电动,2025.09,5年或12万公里
别克,昂科威,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/dc18eb3ac0974de39301da05d78203e4~tplv-resize:640:0.png?psm=motor.rank.data,112,"[25.99, 22.99]",上汽通用别克,中型SUV,汽油,2025.09,3年或10万公里
比亚迪,海豚,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dc616c2ab21c47d9beddc2c940f8828d~tplv-resize:640:0.png?psm=motor.rank.data,111,"[12.98, 9.98]",比亚迪,小型车,纯电动,2025.02,6年或15万公里
方程豹,钛3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b346019c287c4d91993940c214b5e212~tplv-resize:640:0.png?psm=motor.rank.data,110,"[17.78, 13.38]",方程豹,紧凑型SUV,纯电动,2026.03,6年或15万公里
丰田,威兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9ac5e12a5eb646b0aafe086de5aa1bf2~tplv-resize:640:0.png?psm=motor.rank.data,107,"[26.48, 16.98]",广汽丰田,紧凑型SUV,汽油,2025.11,3年或10万公里
比亚迪,秦L EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/85588b26d46b44a9b56e5291a42dfcd0~tplv-resize:640:0.png?psm=motor.rank.data,104,"[13.98, 11.98]",比亚迪,中型车,纯电动,2025.03,6年或15万公里
名爵,MG4,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/060d2565ceea40fca95c269f4a69aca6~tplv-resize:640:0.png?psm=motor.rank.data,101,"[10.28, 6.88]",上汽集团,紧凑型车,纯电动,2025.08,6年或15万公里
小鹏汽车,小鹏P7+,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bdbf5c40371e43bebf44a85a60292a41~tplv-resize:640:0.png?psm=motor.rank.data,99,"[20.88, 18.68]",小鹏汽车,中大型车,增程式,2026.01,5年或12万公里
比亚迪,秦PLUS EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bea43ec45387461aa6579a7566a40a51~tplv-resize:640:0.png?psm=motor.rank.data,98,"[17.58, 8.98]",比亚迪,紧凑型车,纯电动,2025.09,6年或15万公里
比亚迪,海豹06DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/95f3af7983e74c418ed01255d3238efa~tplv-resize:640:0.png?psm=motor.rank.data,92,"[13.98, 9.68]",比亚迪,中型车,插电式混合动力,2025.11,6年或15万公里
丰田,RAV4荣放PHEV,https://p3-dcd.byteimg.com/motor-mis-img/4fcf011be1ed190903989d9a4c87225d~tplv-resize:640:0.png?psm=motor.rank.data,92,"[29.78, 25.68]",一汽丰田,紧凑型SUV,插电式混合动力,2024.09,3年或10万公里
埃安,AION i60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/371db0cffb5143d9a38f62f951730f40~tplv-resize:640:0.png?psm=motor.rank.data,91,"[13.58, 10.28]",广汽埃安新能源,紧凑型SUV,增程式,2026.03,4年或15万公里
比亚迪,海狮06DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/33ad68f9617b43448e36f7f8e4d763ce~tplv-resize:640:0.png?psm=motor.rank.data,91,"[15.68, 13.98]",比亚迪,中型SUV,插电式混合动力,2025.07,6年或15万公里
领克,领克03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/08345fc4e121495babf272276402cf16~tplv-resize:640:0.png?psm=motor.rank.data,89,"[42.03, 12.18]",领克,紧凑型车,汽油,2025.10,4年或10万公里
比亚迪,宋L DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/27daf9eeac3041149bfdb84c778475f9~tplv-resize:640:0.png?psm=motor.rank.data,88,"[17.58, 13.58]",比亚迪,中型SUV,插电式混合动力,2025.10,6年或15万公里
捷途,捷途X70 PLUS,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2386ff96b11245ad802995493fbdda39~tplv-resize:640:0.png?psm=motor.rank.data,88,"[16.29, 10.29]",奇瑞汽车,中型SUV,汽油,2026.04,4年或10万公里
零跑汽车,零跑B10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/37728f4ddf574234b6b4cba25ab3e26a~tplv-resize:640:0.png?psm=motor.rank.data,86,"[12.98, 9.98]",零跑汽车,紧凑型SUV,纯电动,2025.04,4年或12万公里
比亚迪,秦PLUS DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/07aa7548dcd2431799fcc58785c6d74b~tplv-resize:640:0.png?psm=motor.rank.data,86,"[10.38, 7.98]",比亚迪,紧凑型车,插电式混合动力,2026.01,6年或15万公里
丰田,汉兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c01c88a195ec4e568a89fc6b250ff423~tplv-resize:640:0.png?psm=motor.rank.data,86,"[32.58, 24.98]",广汽丰田,中型SUV,汽油,2025.09,3年或10万公里
比亚迪,海狮05EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a1e7a25db465482d97f57c3153fad07b~tplv-resize:640:0.png?psm=motor.rank.data,83,"[13.78, 11.78]",比亚迪,紧凑型SUV,纯电动,2025.03,6年或15万公里
吉利银河,银河星舰7 EM-i,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3acf1f33d6f640bab58aee8bb4bf4f3c~tplv-resize:640:0.png?psm=motor.rank.data,82,"[13.08, 9.78]",吉利银河,紧凑型SUV,插电式混合动力,2025.11,6年或15万公里
firefly萤火虫,firefly萤火虫,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3552ee01219b490aad189f48f9ad7b2e~tplv-resize:640:0.png?psm=motor.rank.data,81,"[12.58, 11.98]",蔚来,小型车,纯电动,2026.04,4年或10万公里
奔驰,奔驰C级,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e8abf034d5504085a9850c7b7632b065~tplv-resize:640:0.png?psm=motor.rank.data,80,"[38.06, 30.46]",北京奔驰,中型车,48V轻混系统,2025.11,3年不限公里
本田,皓影,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/adf3499684444e6d98ae7a0dc8c0edaf~tplv-resize:640:0.png?psm=motor.rank.data,78,"[26.39, 18.59]",广汽本田,紧凑型SUV,汽油,2024.10,3年或10万公里
丰田,铂智3X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dfc3ef12f3694e8abc05d4938302bb3e~tplv-resize:640:0.png?psm=motor.rank.data,77,"[15.98, 10.98]",广汽丰田,紧凑型SUV,纯电动,2025.03,3年或10万公里
荣威,荣威i5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4b96326cb76b40369887d7b011aae241~tplv-resize:640:0.png?psm=motor.rank.data,77,"[12.58, 6.89]",上汽集团,紧凑型车,汽油,2025.09,4年或15万公里
长安,长安CS75,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/1148f46e91404a85b8f26369de890e0e~tplv-resize:640:0.png?psm=motor.rank.data,77,"[11.99, 9.79]",长安汽车,紧凑型SUV,汽油,2025.10,3年或10万公里
AITO,问界M9,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cba1a983417940e1bc8cc282ffa9b846~tplv-resize:640:0.png?psm=motor.rank.data,76,"[59.98, 46.98]",赛力斯汽车,大型SUV,增程式,2025.03,4年或10万公里
沃尔沃,沃尔沃S60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/56604a383a5248939a3cd04d1b373b61~tplv-resize:640:0.png?psm=motor.rank.data,75,"[38.49, 30.69]",沃尔沃亚太,中型车,48V轻混系统,2025.07,3年不限公里
吉利银河,银河M9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4ce0a4be183540a58d72ad06dabed315~tplv-resize:640:0.png?psm=motor.rank.data,74,"[24.88, 18.38]",吉利银河,中大型SUV,插电式混合动力,2025.09,6年或15万公里
领克,领克06,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/10543ee3072a42cdb189f88295819829~tplv-resize:640:0.png?psm=motor.rank.data,74,"[12.98, 10.86]",领克,小型SUV,汽油,2025.08,4年或10万公里
大众,凌渡,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/4b1f18ece99a4a14b61734c75cbccd86~tplv-resize:640:0.png?psm=motor.rank.data,74,"[19.59, 15.09]",上汽大众,紧凑型车,汽油,2025.08,3年或10万公里
极氪,ZEEKR 007,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3aaa054677294ed3a1e760cf3d0ca49e~tplv-resize:640:0.png?psm=motor.rank.data,73,"[29.99, 20.39]",极氪,中型车,纯电动,2026.04,4年或10万公里
