brand,carname,carimg,salevolume,price,manufacturer,carmodel,energytype,marketime,insure
比亚迪,海狮06EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2f4d4de44df0441383cd118517635fda~tplv-resize:640:0.png?psm=motor.rank.data,258,"[17.99, 14.38]",比亚迪,中型SUV,纯电动,2026.03,6年或15万公里
奔驰,奔驰GLC,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/99afdf53229145caadf53e1be4f54ff5~tplv-resize:640:0.png?psm=motor.rank.data,256,"[46.28, 35.18]",北京奔驰,中型SUV,48V轻混系统,2026.04,3年不限公里
奔驰,奔驰E级,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9b08b1c3602645d7ad7574aeb71b6ce3~tplv-resize:640:0.png?psm=motor.rank.data,255,"[59.98, 37.88]",北京奔驰,中大型车,48V轻混系统,2026.04,3年不限公里
丰田,卡罗拉锐放,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ed29d140eaba4685b466b69482e34e3b~tplv-resize:640:0.png?psm=motor.rank.data,251,"[18.48, 12.68]",一汽丰田,紧凑型SUV,汽油,2025.10,3年或10万公里
吉利汽车,星瑞,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0bd351ca4fbb43e88ce265d8f0b869fb~tplv-resize:640:0.png?psm=motor.rank.data,238,"[14.67, 9.87]",吉利汽车,紧凑型车,汽油,2025.09,4年或10万公里
日产,轩逸,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b4fb6a87e743456b85258d35e894b3f2~tplv-resize:640:0.png?psm=motor.rank.data,233,"[17.49, 7.99]",东风日产,紧凑型车,汽油,2026.02,3年或10万公里
AITO,问界M7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f0139587d2084e03a6a9ab6e8db0fcf7~tplv-resize:640:0.png?psm=motor.rank.data,232,"[38.98, 27.98]",赛力斯汽车,中大型SUV,纯电动,2025.09,4年或10万公里
大众,帕萨特,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b4285df0389c47399c7f0fa8d52a8334~tplv-resize:640:0.png?psm=motor.rank.data,231,"[30.98, 16.45]",上汽大众,中型车,汽油,2025.09,3年或10万公里
奥迪,奥迪Q5L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0eb7058e774841969c92d987e64c09f5~tplv-resize:640:0.png?psm=motor.rank.data,228,"[39.98, 30.98]",一汽奥迪,中型SUV,油电混合,2026.01,3年或10万公里
小米汽车,小米SU7,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/cbdad660b73c48808f6c6317e38738e2~tplv-resize:640:0.png?psm=motor.rank.data,226,"[30.39, 21.59]",小米汽车,中大型车,纯电动,2026.03,5年或10万公里
宝马,宝马5系,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b2840cd65c064d7a830adb574272813f~tplv-resize:640:0.png?psm=motor.rank.data,221,"[52.59, 36.8]",华晨宝马,中大型车,48V轻混系统,2026.02,3年或10万公里
比亚迪,海鸥,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c9079d51a70f4fcd998ca89ad7badb57~tplv-resize:640:0.png?psm=motor.rank.data,220,"[8.58, 6.98]",比亚迪,小型车,纯电动,2025.02,6年或15万公里
极氪,ZEEKR 9X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/aa455b63a7a54255ad80d02ec31a7c1c~tplv-resize:640:0.png?psm=motor.rank.data,219,"[59.99, 46.59]",极氪,大型SUV,插电式混合动力,2025.09,6年或15万公里
名爵,MG4,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/060d2565ceea40fca95c269f4a69aca6~tplv-resize:640:0.png?psm=motor.rank.data,212,"[10.28, 6.88]",上汽集团,紧凑型车,纯电动,2025.08,6年或15万公里
大众,速腾,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/15379fc13832440dadce67e9c325d1ea~tplv-resize:640:0.png?psm=motor.rank.data,211,"[16.49, 9.38]",一汽-大众,紧凑型车,汽油,2025.09,3年或10万公里
蔚来,蔚来ET5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/021a6d4c02a74d718f7806e6c7239461~tplv-resize:640:0.png?psm=motor.rank.data,208,"[31.6, 29.8]",蔚来,中型车,纯电动,2026.04,3年或12万公里
吉利汽车,星越L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/588bea89ef084984b66a2ee353b261ff~tplv-resize:640:0.png?psm=motor.rank.data,207,"[17.97, 13.97]",吉利汽车,紧凑型SUV,汽油,2025.09,5年或15万公里
零跑汽车,零跑C10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fbd6a7c598d4e2c8edfe0d08b6179c0~tplv-resize:640:0.png?psm=motor.rank.data,206,"[16.88, 12.28]",零跑汽车,中型SUV,增程式,2025.05,4年或12万公里
宝马,宝马X3,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/fb1e7339815e45b8a6a0ed3751e70b39~tplv-resize:640:0.png?psm=motor.rank.data,206,"[44.99, 31.8]",华晨宝马,中型SUV,汽油,2026.01,3年或10万公里
大众,迈腾,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/af209a0bc7a548a89dc86b1062cac9c7~tplv-resize:640:0.png?psm=motor.rank.data,206,"[24.69, 17.49]",一汽-大众,中型车,汽油,2025.10,3年或10万公里
奔腾,悦意03,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/59466e6dac714415ae435fc225c34c16~tplv-resize:640:0.png?psm=motor.rank.data,205,"[12.29, 7.98]",一汽奔腾,紧凑型SUV,纯电动,2026.03,3年或10万公里
吉利汽车,缤越,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/1546bce3c7764e6b9a895274b29a019f~tplv-resize:640:0.png?psm=motor.rank.data,205,"[9.78, 6.68]",吉利汽车,小型SUV,汽油,2024.07,4年或10万公里
特斯拉,Model Y L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dea2fae378bf4e19aaff0632f93b1143~tplv-resize:640:0.png?psm=motor.rank.data,202,"[33.9, 33.9]",特斯拉中国,中大型SUV,纯电动,2025.08,4年或8万公里
比亚迪,海豹06EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0f8f68edffef4a25801febb0c59ed9ec~tplv-resize:640:0.png?psm=motor.rank.data,202,"[12.98, 10.98]",比亚迪,中型车,纯电动,2025.06,6年或15万公里
奥迪,奥迪A6L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/91eaac8446114757841144c12ddb8d37~tplv-resize:640:0.png?psm=motor.rank.data,202,"[55.89, 33.69]",一汽奥迪,中大型车,汽油,2026.03,3年或10万公里
奇瑞,艾瑞泽8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c98a0ac532b542958b9970362fa2c378~tplv-resize:640:0.png?psm=motor.rank.data,201,"[14.89, 9.99]",奇瑞汽车,紧凑型车,汽油,2025.03,3年或10万公里
别克,昂科威,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/dc18eb3ac0974de39301da05d78203e4~tplv-resize:640:0.png?psm=motor.rank.data,200,"[25.99, 22.99]",上汽通用别克,中型SUV,汽油,2025.09,3年或10万公里
乐道,乐道L60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f90673c17b5b41478cea7e8308ca1d05~tplv-resize:640:0.png?psm=motor.rank.data,193,"[25.59, 20.69]",蔚来,中型SUV,纯电动,2026.01,4年或10万公里
智己汽车,智己LS6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4dda84ada8c540bc86aa3324ecc3aa88~tplv-resize:640:0.png?psm=motor.rank.data,188,"[28.49, 21.29]",智己汽车,中大型SUV,增程式,2025.09,5年或15万公里
大众,探岳,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/7eefe32d76bd4d3a97d5a24b520a2df7~tplv-resize:640:0.png?psm=motor.rank.data,188,"[25.99, 19.89]",一汽-大众,中型SUV,汽油,2026.03,3年或10万公里
奥迪,奥迪A5L Sportback,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/298009e2bba84aab9c2ee007364e03ef~tplv-resize:640:0.png?psm=motor.rank.data,185,"[39.99, 27.99]",上汽奥迪,中型车,汽油,2025.08,3年或10万公里
理想汽车,理想L6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/0cd0f362cc6440b4aff4feed0532f12f~tplv-resize:640:0.png?psm=motor.rank.data,184,"[27.98, 24.98]",理想汽车,中大型SUV,增程式,2025.04,5年或10万公里
丰田,锋兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/334cd231b5094a5f914ba7d0d591db05~tplv-resize:640:0.png?psm=motor.rank.data,183,"[18.48, 12.58]",广汽丰田,紧凑型SUV,汽油,2025.09,3年或10万公里
方程豹,钛7 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3bb475c050b541e494e0fc3c10da4d40~tplv-resize:640:0.png?psm=motor.rank.data,181,"[21.98, 17.98]",方程豹,中大型SUV,插电式混合动力,2025.09,6年或15万公里
丰田,赛那,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0c4126f4e19f4486ab824f4c0abb7a95~tplv-resize:640:0.png?psm=motor.rank.data,173,"[39.38, 29.98]",广汽丰田,中大型MPV,油电混合,2025.09,3年或10万公里
长安,逸动,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e0d9676066014f75a9f63c3a74d969ef~tplv-resize:640:0.png?psm=motor.rank.data,171,"[9.99, 7.29]",长安汽车,紧凑型车,汽油,2025.09,3年或10万公里
比亚迪,海狮05EV,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/a1e7a25db465482d97f57c3153fad07b~tplv-resize:640:0.png?psm=motor.rank.data,168,"[13.78, 11.78]",比亚迪,紧凑型SUV,纯电动,2025.03,6年或15万公里
起亚,赛图斯,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/02e736a7425442a9b1c9cb9f58da67c8~tplv-resize:640:0.png?psm=motor.rank.data,167,"[15.99, 10.99]",起亚,紧凑型SUV,汽油,2025.07,3年或10万公里
比亚迪,宋Pro DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/a43ad8cbf8684f2b93e632546a8343cc~tplv-resize:640:0.png?psm=motor.rank.data,164,"[14.28, 10.28]",比亚迪,紧凑型SUV,插电式混合动力,2025.10,6年或15万公里
极氪,ZEEKR 001,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/750b7836d2fa4303bb1831c88b379ddd~tplv-resize:640:0.png?psm=motor.rank.data,162,"[36.5, 26.98]",极氪,中大型车,纯电动,2025.10,4年或10万公里
丰田,威兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9ac5e12a5eb646b0aafe086de5aa1bf2~tplv-resize:640:0.png?psm=motor.rank.data,158,"[26.48, 16.98]",广汽丰田,紧凑型SUV,汽油,2025.11,3年或10万公里
五菱汽车,五菱宏光V,https://p3-dcd.byteimg.com/motor-mis-img/7fd71a5d85ae9d488214be132d66f555~tplv-resize:640:0.png?psm=motor.rank.data,155,"[5.28, 4.48]",上汽通用五菱,微面,汽油,2022.07,未知
吉利汽车,博越L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/185e56933ef94d3a8ff2e319c3c52829~tplv-resize:640:0.png?psm=motor.rank.data,154,"[12.99, 9.99]",吉利汽车,紧凑型SUV,汽油,2026.04,4年或10万公里
领克,领克03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/08345fc4e121495babf272276402cf16~tplv-resize:640:0.png?psm=motor.rank.data,153,"[42.03, 12.18]",领克,紧凑型车,汽油,2025.10,4年或10万公里
零跑汽车,零跑B01,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5be73db764e24be994db9929909433f4~tplv-resize:640:0.png?psm=motor.rank.data,148,"[11.98, 8.98]",零跑汽车,紧凑型车,纯电动,2025.07,4年或12万公里
宝马,宝马X1,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/bb5e191acc9e4e7a8950d316b0b5f2f1~tplv-resize:640:0.png?psm=motor.rank.data,146,"[33.8, 25.8]",华晨宝马,紧凑型SUV,汽油,2026.01,3年或10万公里
凯迪拉克,凯迪拉克XT5,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/a7afef1b740b4f6d9baf0c3d88671967~tplv-resize:640:0.png?psm=motor.rank.data,144,"[45.99, 37.99]",上汽通用凯迪拉克,中型SUV,48V轻混系统,2025.09,3年不限公里
凯迪拉克,凯迪拉克CT5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b02f0aab2a354982a67d5e16c598eeed~tplv-resize:640:0.png?psm=motor.rank.data,142,"[32.09, 28.99]",上汽通用凯迪拉克,中型车,汽油,2025.06,3年不限公里
长安启源,长安启源Q05,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/d165339b96b94c7bb9f77369d17afdc1~tplv-resize:640:0.png?psm=motor.rank.data,141,"[10.99, 7.99]",长安启源,紧凑型SUV,纯电动,2025.11,6年或15万公里
长安,长安CS75 PLUS,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ca979536da2c4cadb64281d0f33886d0~tplv-resize:640:0.png?psm=motor.rank.data,140,"[13.99, 10.89]",长安汽车,紧凑型SUV,汽油,2025.10,3年或10万公里
沃尔沃,沃尔沃S60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/56604a383a5248939a3cd04d1b373b61~tplv-resize:640:0.png?psm=motor.rank.data,140,"[38.49, 30.69]",沃尔沃亚太,中型车,48V轻混系统,2025.07,3年不限公里
别克,君越,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8900f768debc40cbbeb15a500a4fee0a~tplv-resize:640:0.png?psm=motor.rank.data,134,"[23.99, 20.99]",上汽通用别克,中型车,汽油,2025.09,3年或10万公里
乐道,乐道L90,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/40549fef476943459332a10fcac57537~tplv-resize:640:0.png?psm=motor.rank.data,133,"[31.68, 26.58]",蔚来,大型SUV,纯电动,2026.01,4年或10万公里
小鹏汽车,小鹏P7+,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bdbf5c40371e43bebf44a85a60292a41~tplv-resize:640:0.png?psm=motor.rank.data,133,"[20.88, 18.68]",小鹏汽车,中大型车,增程式,2026.01,5年或12万公里
零跑汽车,零跑B10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/37728f4ddf574234b6b4cba25ab3e26a~tplv-resize:640:0.png?psm=motor.rank.data,133,"[12.98, 9.98]",零跑汽车,紧凑型SUV,纯电动,2025.04,4年或12万公里
哈弗,哈弗大狗,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/413defba9aa74f2892f7f7ced70ce53a~tplv-resize:640:0.png?psm=motor.rank.data,132,"[14.99, 12.39]",长城汽车,紧凑型SUV,汽油,2025.07,3年或10万公里
比亚迪,海豹06DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/95f3af7983e74c418ed01255d3238efa~tplv-resize:640:0.png?psm=motor.rank.data,131,"[13.98, 9.68]",比亚迪,中型车,插电式混合动力,2025.11,6年或15万公里
丰田,铂智3X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/dfc3ef12f3694e8abc05d4938302bb3e~tplv-resize:640:0.png?psm=motor.rank.data,131,"[15.98, 10.98]",广汽丰田,紧凑型SUV,纯电动,2025.03,3年或10万公里
深蓝汽车,深蓝S05,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7a0815248ed74d30931d95eb907b6b6a~tplv-resize:640:0.png?psm=motor.rank.data,129,"[14.99, 11.99]",深蓝汽车,紧凑型SUV,纯电动,2025.08,3年或12万公里
大众,途岳,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c33c6674860948149e5d808e05ae222d~tplv-resize:640:0.png?psm=motor.rank.data,126,"[21.66, 12.59]",上汽大众,紧凑型SUV,汽油,2025.08,3年或10万公里
奥迪,奥迪Q3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ce1c130bbffa4d3cb70f1258dfd11bd6~tplv-resize:640:0.png?psm=motor.rank.data,126,"[29.68, 25.18]",一汽奥迪,紧凑型SUV,汽油,2025.12,3年或10万公里
奥迪,奥迪A4L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/da440185e7f349d6b0d58938facb129d~tplv-resize:640:0.png?psm=motor.rank.data,124,"[36.28, 28.98]",一汽奥迪,中型车,汽油,2025.02,3年或10万公里
埃安,AION i60,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/371db0cffb5143d9a38f62f951730f40~tplv-resize:640:0.png?psm=motor.rank.data,117,"[13.58, 10.28]",广汽埃安新能源,紧凑型SUV,增程式,2026.03,4年或15万公里
宝马,宝马X5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bf84f7f297c74b4ab69467bef101e7e1~tplv-resize:640:0.png?psm=motor.rank.data,117,"[74.8, 59.8]",华晨宝马,中大型SUV,48V轻混系统,2026.01,3年或10万公里
五菱汽车,缤果S,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/fe583d70163f47ab97f855da90ff055a~tplv-resize:640:0.png?psm=motor.rank.data,116,"[8.98, 6.68]",上汽通用五菱,小型车,纯电动,2026.03,4年或15万公里
零跑汽车,零跑C11,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/9fe2e951084c42b08cd13db2b3c235d5~tplv-resize:640:0.png?psm=motor.rank.data,116,"[20.58, 14.88]",零跑汽车,中型SUV,增程式,2025.07,4年或12万公里
五菱汽车,五菱宏光纯电版,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/62f1deee1c1141f0a9cb3fa0caf70268~tplv-resize:640:0.png?psm=motor.rank.data,115,"[7.28, 6.98]",上汽通用五菱,微面,纯电动,2024.09,未知
奇瑞,瑞虎8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8948b3d3dd0847c8ae890e92abf22cfc~tplv-resize:640:0.png?psm=motor.rank.data,111,"[12.99, 9.99]",奇瑞汽车,中型SUV,汽油,2025.11,3年或10万公里
奥迪,奥迪A5L,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/aee9d99cbdc84431af52691092176642~tplv-resize:640:0.png?psm=motor.rank.data,109,"[34.68, 25.58]",一汽奥迪,中型车,汽油,2025.08,3年或10万公里
比亚迪,秦PLUS DM,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/07aa7548dcd2431799fcc58785c6d74b~tplv-resize:640:0.png?psm=motor.rank.data,106,"[10.38, 7.98]",比亚迪,紧凑型车,插电式混合动力,2026.01,6年或15万公里
蔚来,蔚来ES6,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/feffe1ceb54d462ab4c050ad15104810~tplv-resize:640:0.png?psm=motor.rank.data,106,"[35, 33.8]",蔚来,中型SUV,纯电动,2026.04,3年或12万公里
丰田,卡罗拉,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/ba722f1719804375b600d5c5a8de0640~tplv-resize:640:0.png?psm=motor.rank.data,106,"[15.58, 11.68]",一汽丰田,紧凑型车,汽油,2025.12,3年或10万公里
ARCFOX极狐,极狐T1,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/8c49609f761840fc8742c0a59f12fba7~tplv-resize:640:0.png?psm=motor.rank.data,105,"[12.58, 6.28]",北汽新能源,小型车,纯电动,2025.09,5年或12万公里
零跑汽车,零跑Lafa5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/eb3ed5d8c99f4ed390b03980847b91d8~tplv-resize:640:0.png?psm=motor.rank.data,104,"[12.18, 9.78]",零跑汽车,紧凑型车,纯电动,2025.11,6年或15万公里
比亚迪,元PLUS,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0a5f95e3492e4cf6b15953b57949fe48~tplv-resize:640:0.png?psm=motor.rank.data,103,"[14.78, 11.58]",比亚迪,紧凑型SUV,纯电动,2025.03,6年或15万公里
丰田,RAV4荣放PHEV,https://p3-dcd.byteimg.com/motor-mis-img/4fcf011be1ed190903989d9a4c87225d~tplv-resize:640:0.png?psm=motor.rank.data,100,"[29.78, 25.68]",一汽丰田,紧凑型SUV,插电式混合动力,2024.09,3年或10万公里
吉利汽车,帝豪,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/bc0b49cf6ce64af69812bdf57ce865ac~tplv-resize:640:0.png?psm=motor.rank.data,98,"[9.19, 6.29]",吉利汽车,紧凑型车,汽油,2025.11,4年或15万公里
本田,本田CR-V,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/541410e4d8134f54ab910e4d8fc59005~tplv-resize:640:0.png?psm=motor.rank.data,98,"[24.99, 18.59]",东风本田,紧凑型SUV,汽油,2025.09,3年或10万公里
五菱汽车,五菱宏光MINIEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/314658fdd5d14cb89ecbbb0500b0d0ce~tplv-resize:640:0.png?psm=motor.rank.data,97,"[5.58, 3.58]",上汽通用五菱,微型车,纯电动,2026.03,3年或12万公里
尚界,尚界H5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9042984641d64c9d9b95205313970475~tplv-resize:640:0.png?psm=motor.rank.data,96,"[19.98, 15.98]",上汽集团,中型SUV,增程式,2025.09,4年或10万公里
AITO,问界M8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5dd7baa13f2349d6adbab30c5f58e168~tplv-resize:640:0.png?psm=motor.rank.data,96,"[45.98, 35.98]",赛力斯汽车,大型SUV,增程式,2025.04,4年或10万公里
智界,智界R7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/f35de5640ec447e294dd0fc4962fa344~tplv-resize:640:0.png?psm=motor.rank.data,96,"[31.98, 24.98]",奇瑞汽车,中大型SUV,纯电动,2025.08,4年或10万公里
别克,别克GL8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/101a350c342f4960866dd96f321cacb8~tplv-resize:640:0.png?psm=motor.rank.data,96,"[36.99, 22.99]",上汽通用别克,中大型MPV,48V轻混系统,2025.09,3年或10万公里
比亚迪,秦L EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/85588b26d46b44a9b56e5291a42dfcd0~tplv-resize:640:0.png?psm=motor.rank.data,95,"[13.98, 11.98]",比亚迪,中型车,纯电动,2025.03,6年或15万公里
深蓝汽车,深蓝L06,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/942afa8141b747b6a28181ea92a83fbc~tplv-resize:640:0.png?psm=motor.rank.data,94,"[15.69, 13.49]",深蓝汽车,中型车,纯电动,2025.11,5年或12万公里
长安启源,长安启源A06,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c105cba3fb9141b48adcdc62554539bd~tplv-resize:640:0.png?psm=motor.rank.data,94,"[14.99, 10.99]",长安启源,中大型车,纯电动,2026.04,6年或15万公里
