brand,carname,carimg,salevolume,price,manufacturer,carmodel,energytype,marketime,insure
丰田,卡罗拉,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ba722f1719804375b600d5c5a8de0640~tplv-resize:640:0.png?psm=motor.rank.data,5004,"[12.48, 7.58]",一汽丰田,紧凑型车,汽油,2025.12,3年或10万公里
零跑汽车,零跑C10,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4fbd6a7c598d4e2c8edfe0d08b6179c0~tplv-resize:640:0.png?psm=motor.rank.data,4967,"[16.88, 11.38]",零跑汽车,中型SUV,增程式,2025.05,4年或12万公里
丰田,亚洲龙,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b47ec0be1ba940aa8e02b93784b6949e~tplv-resize:640:0.png?psm=motor.rank.data,4963,"[20.48, 12.78]",一汽丰田,中型车,汽油,2026.04,3年或10万公里
理想汽车,理想L6,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/0cd0f362cc6440b4aff4feed0532f12f~tplv-resize:640:0.png?psm=motor.rank.data,4900,"[27.98, 24.98]",理想汽车,中大型SUV,增程式,2025.04,5年或10万公里
丰田,威兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9ac5e12a5eb646b0aafe086de5aa1bf2~tplv-resize:640:0.png?psm=motor.rank.data,4886,"[22.08, 12.98]",广汽丰田,紧凑型SUV,汽油,2025.11,3年或10万公里
极氪,ZEEKR 9X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/aa455b63a7a54255ad80d02ec31a7c1c~tplv-resize:640:0.png?psm=motor.rank.data,4878,"[59.99, 46.59]",极氪,大型SUV,插电式混合动力,2025.09,6年或15万公里
五菱汽车,五菱宏光MINIEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/314658fdd5d14cb89ecbbb0500b0d0ce~tplv-resize:640:0.png?psm=motor.rank.data,4866,"[5.18, 3.53]",上汽通用五菱,微型车,纯电动,2026.03,3年或12万公里
比亚迪,秦PLUS DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/07aa7548dcd2431799fcc58785c6d74b~tplv-resize:640:0.png?psm=motor.rank.data,4802,"[9.48, 6.78]",比亚迪,紧凑型车,插电式混合动力,2026.01,6年或15万公里
大众,宝来,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/6569140387014329aaee5c92ae4a3fa1~tplv-resize:640:0.png?psm=motor.rank.data,4741,"[12.76, 6.66]",一汽-大众,紧凑型车,汽油,2025.11,3年或10万公里
本田,雅阁,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8fb97d323f40418e817aacb90ae8f644~tplv-resize:640:0.png?psm=motor.rank.data,4630,"[17.88, 11.98]",广汽本田,中型车,汽油,2025.03,3年或10万公里
五菱汽车,星光560,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/e9744622061547979e4d4ddd7f9f7734~tplv-resize:640:0.png?psm=motor.rank.data,4628,"[7.28, 5.98]",上汽通用五菱,紧凑型SUV,汽油,2026.01,3年或10万公里
长安,长安CS55 PLUS,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/f7e8293a72f146f6beda509020985d4c~tplv-resize:640:0.png?psm=motor.rank.data,4623,"[9.69, 7.89]",长安汽车,紧凑型SUV,汽油,2025.09,3年或10万公里
奇瑞,瑞虎9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/7a4bb226209b4d1ab0c68c4f5ac9e0ac~tplv-resize:640:0.png?psm=motor.rank.data,4592,"[20.39, 13.29]",奇瑞汽车,中型SUV,汽油,2025.09,3年或10万公里
丰田,汉兰达,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c01c88a195ec4e568a89fc6b250ff423~tplv-resize:640:0.png?psm=motor.rank.data,4503,"[28.98, 21.38]",广汽丰田,中型SUV,汽油,2025.09,3年或10万公里
极氪,ZEEKR 7X,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5c1bfaaf6b9d448294c69698ce7cde5a~tplv-resize:640:0.png?psm=motor.rank.data,4486,"[26.99, 22.98]",极氪,中型SUV,纯电动,2025.10,4年或10万公里
比亚迪,海豹06DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/95f3af7983e74c418ed01255d3238efa~tplv-resize:640:0.png?psm=motor.rank.data,4419,"[13.18, 8.98]",比亚迪,中型车,插电式混合动力,2025.11,6年或15万公里
广汽传祺,传祺GS3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/6fbce6a5eb654901a4a685072d0186b6~tplv-resize:640:0.png?psm=motor.rank.data,4406,"[8.38, 6.38]",广汽传祺,小型SUV,汽油,2025.10,3年或10万公里
小鹏汽车,小鹏MONA M03,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/382f7f8f3049446b9f096556e9f3175d~tplv-resize:640:0.png?psm=motor.rank.data,4373,"[15.18, 11.98]",小鹏汽车,紧凑型车,纯电动,2026.04,5年或12万公里
魏牌,高山,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d0b5dcdb6a9d40c88c3fb35b7499079c~tplv-resize:640:0.png?psm=motor.rank.data,4369,"[35.38, 28.58]",长城汽车,中大型MPV,插电式混合动力,2025.10,6年或15万公里
荣威,荣威i5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/4b96326cb76b40369887d7b011aae241~tplv-resize:640:0.png?psm=motor.rank.data,4163,"[10.18, 4.49]",上汽集团,紧凑型车,汽油,2025.09,4年或15万公里
名爵,MG4,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/060d2565ceea40fca95c269f4a69aca6~tplv-resize:640:0.png?psm=motor.rank.data,4086,"[9.98, 6.58]",上汽集团,紧凑型车,纯电动,2025.08,6年或15万公里
AITO,问界M8,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/5dd7baa13f2349d6adbab30c5f58e168~tplv-resize:640:0.png?psm=motor.rank.data,3992,"[45.98, 35.98]",赛力斯汽车,大型SUV,增程式,2025.04,4年或10万公里
奥迪,奥迪A3,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2440a980eef1436cb95453dd91fbddb3~tplv-resize:640:0.png?psm=motor.rank.data,3952,"[15.85, 12.57]",一汽奥迪,紧凑型车,汽油,2025.10,3年或10万公里
长安启源,长安启源Q05,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/d165339b96b94c7bb9f77369d17afdc1~tplv-resize:640:0.png?psm=motor.rank.data,3852,"[10.99, 6.99]",长安启源,紧凑型SUV,纯电动,2025.11,6年或15万公里
比亚迪,宋L DM,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/27daf9eeac3041149bfdb84c778475f9~tplv-resize:640:0.png?psm=motor.rank.data,3741,"[15.98, 11.98]",比亚迪,未知车型,未知能源,未知,未知
红旗,红旗HS5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/ab8b7403cc8b4fb9a988e66dc53d5163~tplv-resize:640:0.png?psm=motor.rank.data,3723,"[17.38, 13.68]",一汽红旗,中型SUV,汽油,2025.08,4年或10万公里
丰田,铂智3X,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/dfc3ef12f3694e8abc05d4938302bb3e~tplv-resize:640:0.png?psm=motor.rank.data,3689,"[13.78, 8.78]",广汽丰田,紧凑型SUV,纯电动,2025.03,3年或10万公里
奇瑞,瑞虎5x,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/060ec2e0b84d424fb9806d05f912f5ae~tplv-resize:640:0.png?psm=motor.rank.data,3681,"[7.59, 5.59]",奇瑞汽车,小型SUV,汽油,2025.04,3年或10万公里
日产,天籁,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/c2bf4927aec74d8992f0676817dedb63~tplv-resize:640:0.png?psm=motor.rank.data,3655,"[18.23, 12.23]",东风日产,中型车,汽油,2025.11,3年或10万公里
比亚迪,海狮06EV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/2f4d4de44df0441383cd118517635fda~tplv-resize:640:0.png?psm=motor.rank.data,3621,"[17.99, 14.38]",比亚迪,中型SUV,纯电动,2026.03,6年或15万公里
五菱汽车,星光730,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/06743772b8e7446299bee1d080d3273a~tplv-resize:640:0.png?psm=motor.rank.data,3614,"[8.18, 7.3]",上汽通用五菱,紧凑型MPV,汽油,2025.11,3年或10万公里
比亚迪,秦L DM,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/bd39ba753b9c4393b21bd28ad5603bed~tplv-resize:640:0.png?psm=motor.rank.data,3597,"[14.38, 8.98]",比亚迪,中型车,插电式混合动力,2025.10,6年或15万公里
岚图,岚图梦想家 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/61732b2c7a5548e7bee29f8cd4f2a617~tplv-resize:640:0.png?psm=motor.rank.data,3515,"[70.99, 30.99]",岚图汽车,中大型MPV,插电式混合动力,2026.04,5年或10万公里
宝马,宝马X1,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/bb5e191acc9e4e7a8950d316b0b5f2f1~tplv-resize:640:0.png?psm=motor.rank.data,3492,"[25.4, 17.9]",华晨宝马,紧凑型SUV,汽油,2026.01,3年或10万公里
五菱汽车,五菱宏光,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/03dc4edc973c4f589f0c9246b8b689fd~tplv-resize:640:0.png?psm=motor.rank.data,3451,"[5.78, 5.48]",上汽通用五菱,微面,汽油,2025.11,未知
本田,皓影,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/adf3499684444e6d98ae7a0dc8c0edaf~tplv-resize:640:0.png?psm=motor.rank.data,3445,"[20.09, 12.39]",广汽本田,紧凑型SUV,汽油,2024.10,3年或10万公里
吉利银河,银河E5,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cc78c9cb168045de9b364f51140dafd5~tplv-resize:640:0.png?psm=motor.rank.data,3403,"[16.38, 8.78]",吉利银河,紧凑型SUV,纯电动,2025.07,4年或10万公里
零跑汽车,零跑C11,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9fe2e951084c42b08cd13db2b3c235d5~tplv-resize:640:0.png?psm=motor.rank.data,3380,"[20.58, 13.88]",零跑汽车,中型SUV,增程式,2025.07,4年或12万公里
吉利银河,银河星舰7 EM-i,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/3acf1f33d6f640bab58aee8bb4bf4f3c~tplv-resize:640:0.png?psm=motor.rank.data,3295,"[12.38, 8.78]",吉利银河,紧凑型SUV,插电式混合动力,2025.11,6年或15万公里
领克,领克03,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/08345fc4e121495babf272276402cf16~tplv-resize:640:0.png?psm=motor.rank.data,3250,"[42.03, 10.38]",领克,紧凑型车,汽油,2025.10,4年或10万公里
奥迪,奥迪A5L,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/aee9d99cbdc84431af52691092176642~tplv-resize:640:0.png?psm=motor.rank.data,3246,"[31.98, 23.98]",一汽奥迪,中型车,汽油,2025.08,3年或10万公里
极氪,ZEEKR 001,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/750b7836d2fa4303bb1831c88b379ddd~tplv-resize:640:0.png?psm=motor.rank.data,3205,"[36.5, 26.98]",极氪,中大型车,纯电动,2025.10,4年或10万公里
别克,君越,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8900f768debc40cbbeb15a500a4fee0a~tplv-resize:640:0.png?psm=motor.rank.data,3151,"[18.49, 15.49]",上汽通用别克,中型车,汽油,2025.09,3年或10万公里
日产,逍客,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/b0ba10f07d0747ab9af74e9bac6acaf9~tplv-resize:640:0.png?psm=motor.rank.data,3088,"[14.38, 9.13]",东风日产,紧凑型SUV,汽油,2025.07,3年或10万公里
AITO,问界M9,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/cba1a983417940e1bc8cc282ffa9b846~tplv-resize:640:0.png?psm=motor.rank.data,3085,"[59.98, 46.98]",赛力斯汽车,大型SUV,增程式,2025.03,4年或10万公里
ARCFOX极狐,极狐T1,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/8c49609f761840fc8742c0a59f12fba7~tplv-resize:640:0.png?psm=motor.rank.data,3075,"[12.58, 5.98]",北汽新能源,小型车,纯电动,2025.09,5年或12万公里
五菱汽车,五菱宏光V,https://p3-dcd.byteimg.com/motor-mis-img/7fd71a5d85ae9d488214be132d66f555~tplv-resize:640:0.png?psm=motor.rank.data,3043,"[5.18, 4.48]",上汽通用五菱,微面,汽油,2022.07,未知
吉利银河,银河星耀8 PHEV,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9725a30895f04bf1927b06f59f8a4324~tplv-resize:640:0.png?psm=motor.rank.data,3033,"[15.98, 11.58]",吉利银河,中大型车,插电式混合动力,2026.03,4年或10万公里
北京越野,北京越野BJ30,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/77f1adf604f94599a88fd75e4de1e456~tplv-resize:640:0.png?psm=motor.rank.data,2989,"[11.69, 8.99]",北京汽车,紧凑型SUV,汽油,2025.09,5年或15万公里
享界,享界S9T,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/613c0834a43548f8bd82888ada27be70~tplv-resize:640:0.png?psm=motor.rank.data,2935,"[37.98, 30.98]",北汽新能源,中大型车,增程式,2025.09,4年或10万公里
奇瑞,瑞虎7,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/01231c487de2420c97dcc2aa19f8acc7~tplv-resize:640:0.png?psm=motor.rank.data,2890,"[9.39, 6.99]",奇瑞汽车,紧凑型SUV,汽油,2026.04,3年或10万公里
现代,伊兰特,https://p3-dcd.byteimg.com/tos-cn-i-dcdx/9aeb14b2723e4ccaae09db6088701ec2~tplv-resize:640:0.png?psm=motor.rank.data,2878,"[10.78, 6.28]",北京现代,紧凑型车,汽油,2023.08,可选：3年或15万公里/5年或10万公里/7年或7万公里
长安,长安UNI-V,https://p9-dcd.byteimg.com/tos-cn-i-dcdx/e3a74f3cd8964a92b00b027e06d4e8ba~tplv-resize:640:0.png?psm=motor.rank.data,2864,"[11.39, 9.39]",长安汽车,紧凑型车,汽油,2025.08,3年或10万公里
